연번,주관대학명,학과(부),주관학과명,학년,교과목번호,분반,교과목명,교과목구분,학점,이론시간,실습시간,시간표,교수명,교양영역명,원어강의,팀티칭,원격강좌여부,수강제한인원,비고
846,자연과학대학,,대기환경과학과,전학년,ZF1200774,001,미세먼지와 현대생활,효원균형교양,3,3,0,"월 10:30(75) 416-B103, 수 10:30(75) 416-B103",정여민,과학과기술,,N,N,50,
847,자연과학대학,,대기환경과학과,1학년,AS1500071,001,대기환경과학개론,전공기초,3,3,0,"화 10:30(75) 416-111, 목 10:30(75) 416-111",이효정,,,N,N,50,
848,자연과학대학,,대기환경과학과,1학년,AS1500214,005,일반물리학(I),전공기초,3,3,0,"월 15:00(75) 416-111, 수 15:00(75) 416-111",천미연,,,N,N,60,
849,자연과학대학,,대기환경과학과,2학년,AS2300529,040,수리대기과학(I),전공필수,3,3,0,"화 15:00(75) 416-B103, 목 15:00(75) 416-B103",박창현,,,N,N,50,
850,자연과학대학,,대기환경과학과,2학년,AS2400858,040,일반기상학,전공필수,3,3,0,"월 13:30(75) 416-B103, 수 13:30(75) 416-B103",진한결,,,N,N,50,
851,자연과학대학,,대기환경과학과,2학년,AS2300537,040,대기통계학,전공선택,3,3,0,"월 10:30(75) 313-501-1, 수 10:30(75) 313-501-1",박창현,,,N,N,30,
852,자연과학대학,,대기환경과학과,2학년,AS3500805,040,대기화학개론,전공선택,3,3,0,"화 13:30(75) 313-501-1, 목 13:30(75) 313-501-1",전원배,,,N,N,30,
853,자연과학대학,,대기환경과학과,3학년,AS2300526,040,대기역학(I),전공필수,3,3,0,"화 13:30(75) 416-B103, 목 13:30(75) 416-B103",진한결,,,N,N,50,
854,자연과학대학,,대기환경과학과,3학년,AS2400859,040,종관기상학,전공필수,3,3,0,"화 10:30(75) 416-B103, 목 10:30(75) 416-B103",하경자,,,N,N,50,
855,자연과학대학,,대기환경과학과,3학년,AS2300536,040,기후학,전공선택,3,3,0,"월 13:30(75) 313-501-1, 수 13:30(75) 313-501-1",정여민,,,N,N,30,
856,자연과학대학,,대기환경과학과,3학년,AS2300566,040,미기상학,전공선택,3,3,0,"월 16:30(75) 313-501-1, 수 16:30(75) 313-501-1",김철희,,,N,N,30,
857,자연과학대학,,대기환경과학과,3학년,AS2300572,040,구름물리학,전공선택,3,3,0,"월 15:00(75) 416-B103, 수 15:00(75) 416-B103",엄준식,,,N,N,30,
858,자연과학대학,,대기환경과학과,4학년,AS2300574,040,수치예보,전공선택,3,3,0,"화 16:30(75) 313-106, 목 16:30(75) 313-106",이효정,,,N,N,30,
859,자연과학대학,,해양학과,1학년,MS1600092,001,해양학개론,전공기초,3,3,0,"월 09:00(75) 416-104, 수 09:00(75) 416-104",이주형,,,N,N,45,
860,자연과학대학,,해양학과,2학년,MS2300351,038,생물해양학(I),전공필수,3,3,0,"월 15:00(75) 416-104, 수 15:00(75) 416-104",안순모,,,N,N,55,
861,자연과학대학,,해양학과,2학년,MS2300386,038,물리해양학(I),전공필수,3,3,0,"화 10:30(75) 416-104, 목 10:30(75) 416-104",전찬형,,,N,N,55,
862,자연과학대학,,해양학과,2학년,MS2300423,038,화학해양학(I),전공필수,3,3,0,"화 15:00(75) 416-104, 목 15:00(75) 416-104",함도식,,,N,N,55,
863,자연과학대학,,해양학과,2학년,MS3400082,038,지질해양학(I),전공필수,3,3,0,"월 10:30(75) 416-104, 수 10:30(75) 416-104",김부근,,,N,N,55,
864,자연과학대학,,해양학과,2학년,MS3400997,038,자료분석을위한파이썬,전공선택,3,3,0,"화 16:30(75) 416-104, 목 16:30(75) 416-104",함도식,,,N,N,35,
865,자연과학대학,,해양학과,3학년,MS3200295,038,해양조사및실습,전공필수,3,1,4,"월 18:00(100) 416-104, 수 18:00-21:00 416-104",전찬형,,,N,N,36,
866,자연과학대학,,해양학과,3학년,MS2001263,038,딥러닝기반해양자료분석,전공선택,3,3,0,"화 09:00(75) 416-104, 목 09:00(75) 416-104",조영헌,,,N,N,35,
867,자연과학대학,,해양학과,3학년,MS2300996,038,부유생물학및실험,전공선택,3,2,2,"화 10:30(100) 312-503, 목 10:30(100) 312-503",옥정현,,,N,N,35,
868,자연과학대학,,해양학과,3학년,MS3400045,038,해양식물플랑크톤생태학,전공선택,3,3,0,"월 10:30(75) 312-503, 수 10:30(75) 312-503",이상헌,,,N,N,35,
869,자연과학대학,,해양학과,4학년,MS2300999,038,해양환경과오염,전공선택,3,3,0,"월 13:30(75) 416-104, 수 13:30(75) 416-104",정동주,,영어,N,N,35,
870,공과대학,,기계공학부,1학년,DM2700937,001,창의적공학설계,전공필수,2,1,2,화 16:30-19:30 303-101,황상문,,,N,N,30,
871,공과대학,,기계공학부,1학년,DM2700937,002,창의적공학설계,전공필수,2,1,2,화 16:30-19:30 303-402,진상록,,,N,N,30,
872,공과대학,,기계공학부,1학년,DM2700937,003,창의적공학설계,전공필수,2,1,2,화 16:30-19:30 303-409,정다솔,,,N,N,30,
873,공과대학,,기계공학부,1학년,DM2700937,004,창의적공학설계,전공필수,2,1,2,화 16:30-19:30 303-102,오세철,,,N,N,30,
874,공과대학,,기계공학부,1학년,DM2700937,005,창의적공학설계,전공필수,2,1,2,목 16:30-19:30 303-101,황상문,,,N,N,30,
875,공과대학,,기계공학부,1학년,DM2700937,006,창의적공학설계,전공필수,2,1,2,목 16:30-19:30 303-102,민준기,,,N,N,30,
876,공과대학,,기계공학부,1학년,DM2700937,007,창의적공학설계,전공필수,2,1,2,목 16:30-19:30 303-402,진상록,,,N,N,30,
877,공과대학,,기계공학부,1학년,DM2700937,008,창의적공학설계,전공필수,2,1,2,목 16:30-19:30 303-409,고종수,,,N,N,30,
878,공과대학,,기계공학부,1학년,DM1500039,021,일반물리학실험(I),전공기초,1,0,2,월 11:00(100) 309-307,안재석,,,N,N,5,
879,공과대학,,기계공학부,1학년,DM1500039,022,일반물리학실험(I),전공기초,1,0,2,월 11:00(100) 309-401,정광식,,,N,N,5,
880,공과대학,,기계공학부,1학년,DM1500039,023,일반물리학실험(I),전공기초,1,0,2,월 11:00(100) 309-407,유인권,,,N,N,5,
881,공과대학,,기계공학부,1학년,DM1500039,024,일반물리학실험(I),전공기초,1,0,2,월 15:00(100) 309-407,계범석,,,N,N,5,
882,공과대학,,기계공학부,1학년,DM1500039,025,일반물리학실험(I),전공기초,1,0,2,수 15:00(100) 309-105,정광식,,,N,N,5,
883,공과대학,,기계공학부,1학년,DM1500039,026,일반물리학실험(I),전공기초,1,0,2,수 15:00(100) 309-212,유인권,,,N,N,5,
884,공과대학,,기계공학부,1학년,DM1500039,027,일반물리학실험(I),전공기초,1,0,2,수 15:00(100) 309-301,안재석,,,N,N,5,
885,공과대학,,기계공학부,1학년,DM1500039,028,일반물리학실험(I),전공기초,1,0,2,수 15:00(100) 309-307,계범석,,,N,N,5,
886,공과대학,,기계공학부,1학년,DM1500039,029,일반물리학실험(I),전공기초,1,0,2,월 15:00(100) 309-105,김지희,,,N,N,5,
887,공과대학,,기계공학부,1학년,DM1500039,030,일반물리학실험(I),전공기초,1,0,2,월 15:00(100) 309-212,CHONG Andy Chinyu,,,N,N,5,
888,공과대학,,기계공학부,1학년,DM1500039,031,일반물리학실험(I),전공기초,1,0,2,월 15:00(100) 309-301,안재석,,,N,N,5,
889,공과대학,,기계공학부,1학년,DM1500039,032,일반물리학실험(I),전공기초,1,0,2,월 15:00(100) 309-307,양임정,,,N,N,5,
890,공과대학,,기계공학부,1학년,DM1500039,033,일반물리학실험(I),전공기초,1,0,2,목 11:00(100) 309-105,이미진,,,N,N,5,
891,공과대학,,기계공학부,1학년,DM1500039,034,일반물리학실험(I),전공기초,1,0,2,목 11:00(100) 309-212,CHONG Andy Chinyu,,,N,N,5,
892,공과대학,,기계공학부,1학년,DM1500039,035,일반물리학실험(I),전공기초,1,0,2,목 11:00(100) 309-301,계범석,,,N,N,5,
893,공과대학,,기계공학부,1학년,DM1500039,036,일반물리학실험(I),전공기초,1,0,2,목 11:00(100) 309-307,정광식,,,N,N,5,
894,공과대학,,기계공학부,1학년,DM1500039,037,일반물리학실험(I),전공기초,1,0,2,금 11:00(100) 309-105,정광식,,,N,N,5,
895,공과대학,,기계공학부,1학년,DM1500039,038,일반물리학실험(I),전공기초,1,0,2,금 11:00(100) 309-212,이미진,,,N,N,5,
896,공과대학,,기계공학부,1학년,DM1500214,001,일반물리학(I),전공기초,3,3,0,"화 13:30(75) 105-3214, 목 13:30(75) 105-3214",진형진,,,N,N,5,
897,공과대학,,기계공학부,1학년,DM1500214,002,일반물리학(I),전공기초,3,3,0,"화 13:30(75) 105-3313, 목 13:30(75) 105-3313",손영진,,,N,N,5,
898,공과대학,,기계공학부,1학년,DM1500214,003,일반물리학(I),전공기초,3,3,0,"화 13:30(75) 105-3311, 목 13:30(75) 105-3311",,,,N,N,5,
899,공과대학,,기계공학부,1학년,DM1500214,004,일반물리학(I),전공기초,3,3,0,"화 13:30(75) 105-3415, 목 13:30(75) 105-3415",계범석,,,N,N,5,
900,공과대학,,기계공학부,1학년,DM1500214,005,일반물리학(I),전공기초,3,3,0,"화 09:00(75) 105-3214, 목 09:00(75) 105-3214",이상아,,,N,N,5,
901,공과대학,,기계공학부,1학년,DM1500214,006,일반물리학(I),전공기초,3,3,0,"화 09:00(75) 105-3415, 목 09:00(75) 105-3415",,,,N,N,5,
902,공과대학,,기계공학부,1학년,DM1500214,007,일반물리학(I),전공기초,3,3,0,"화 09:00(75) 303-202, 목 09:00(75) 303-202",이주연,,,N,N,5,
903,공과대학,,기계공학부,1학년,DM1500214,008,일반물리학(I),전공기초,3,3,0,"화 09:00(75) 303-203, 목 09:00(75) 303-203",양임정,,,N,N,5,
904,공과대학,,기계공학부,1학년,DM1500215,001,일반물리학(II),전공기초,3,3,0,"월 15:00(75) 105-3213, 수 15:00(75) 105-3213",,,,N,N,30,
905,공과대학,,기계공학부,1학년,DM1500215,002,일반물리학(II),전공기초,3,3,0,"화 10:30(75) 308-110, 목 10:30(75) 308-110",,,영어,N,N,30,
906,공과대학,,기계공학부,1학년,DM1500561,001,기계공학개론,전공기초,2,2,0,수 10:30(100) 303-124,이석,,,N,N,5,
907,공과대학,,기계공학부,1학년,DM1500561,002,기계공학개론,전공기초,2,2,0,수 10:30(100) 303-408,,,,N,N,5,
908,공과대학,,기계공학부,1학년,DM1500561,003,기계공학개론,전공기초,2,2,0,화 10:30(100) 303-124,이석,,,N,N,5,
909,공과대학,,기계공학부,1학년,DM1500561,004,기계공학개론,전공기초,2,2,0,화 10:30(100) 303-408,,,,N,N,5,
910,공과대학,,기계공학부,1학년,DM1500561,005,기계공학개론,전공기초,2,2,0,수 15:00(100) 303-124,이석,,,N,N,5,
911,공과대학,,기계공학부,1학년,DM1500561,006,기계공학개론,전공기초,2,2,0,수 15:00(100) 105-3315,,,,N,N,5,
912,공과대학,,기계공학부,1학년,DM1500561,007,기계공학개론,전공기초,2,2,0,화 15:00(100) 303-124,이석,,,N,N,5,
913,공과대학,,기계공학부,1학년,DM1500561,008,기계공학개론,전공기초,2,2,0,화 15:00(100) 303-408,,,,N,N,5,
914,공과대학,,기계공학부,1학년,DM1600527,001,공학미적분학,전공기초,3,3,0,"월 09:00(75) 303-102, 수 09:00(75) 303-102",강진숙,,,N,N,5,
915,공과대학,,기계공학부,1학년,DM1600527,002,공학미적분학,전공기초,3,3,0,"월 09:00(75) 303-114, 수 09:00(75) 303-114",하정민,,,N,N,5,
916,공과대학,,기계공학부,1학년,DM1600527,003,공학미적분학,전공기초,3,3,0,"월 09:00(75) 303-203, 수 09:00(75) 303-203",박선혜,,,N,N,5,
917,공과대학,,기계공학부,1학년,DM1600527,004,공학미적분학,전공기초,3,3,0,"월 09:00(75) 303-202, 수 09:00(75) 303-202",,,,N,N,5,
918,공과대학,,기계공학부,1학년,DM1600527,005,공학미적분학,전공기초,3,3,0,"월 13:30(75) 303-102, 수 13:30(75) 303-102",강진숙,,,N,N,5,
919,공과대학,,기계공학부,1학년,DM1600527,006,공학미적분학,전공기초,3,3,0,"월 13:30(75) 303-114, 수 13:30(75) 303-114",하정민,,,N,N,5,
920,공과대학,,기계공학부,1학년,DM1600527,007,공학미적분학,전공기초,3,3,0,"월 13:30(75) 303-124, 수 13:30(75) 303-124",박선혜,,,N,N,5,
921,공과대학,,기계공학부,1학년,DM1600527,008,공학미적분학,전공기초,3,3,0,"월 13:30(75) 303-202, 수 13:30(75) 303-202",,,,N,N,5,
922,공과대학,,기계공학부,1학년,DM1600527,009,공학미적분학,전공기초,3,3,0,"월 10:30(75) 105-3414, 수 10:30(75) 105-3414",천정수,,영어,N,N,5,
923,공과대학,,기계공학부,1학년,DM1600591,001,생명과학,전공기초,3,3,0,"월 13:30(75) 105-3311, 수 13:30(75) 105-3311",김영진,,,N,N,5,
924,공과대학,,기계공학부,1학년,DM1600591,002,생명과학,전공기초,3,3,0,"월 13:30(75) 105-3214, 수 13:30(75) 105-3214",김영희,,,N,N,5,
925,공과대학,,기계공학부,1학년,DM1600591,003,생명과학,전공기초,3,3,0,"월 09:00(75) 105-3311, 수 09:00(75) 105-3311",이의연,,,N,N,5,
926,공과대학,,기계공학부,1학년,DM1600591,004,생명과학,전공기초,3,3,0,"월 09:00(75) 105-3214, 수 09:00(75) 105-3214",김영희,,,N,N,5,
927,공과대학,,기계공학부,1학년,DM1600592,001,일반화학,전공기초,3,3,0,"월 13:30(75) 105-3315, 수 13:30(75) 105-3315",김희진,,,N,N,5,
928,공과대학,,기계공학부,1학년,DM1600592,002,일반화학,전공기초,3,3,0,"월 13:30(75) 105-3215, 수 13:30(75) 105-3215",김분주,,,N,N,5,
929,공과대학,,기계공학부,1학년,DM1600592,003,일반화학,전공기초,3,3,0,"월 09:00(75) 303-401, 수 09:00(75) 303-401",김희진,,,N,N,5,
930,공과대학,,기계공학부,1학년,DM1600592,004,일반화학,전공기초,3,3,0,"월 09:00(75) 303-402, 수 09:00(75) 303-402",김분주,,,N,N,5,
931,공과대학,,기계공학부,2학년,DM2300736,001,공학미분방정식,전공필수,3,3,0,"월 15:00(75) 303-202, 수 15:00(75) 303-202",오세철,,,N,N,30,
932,공과대학,,기계공학부,2학년,DM2300736,002,공학미분방정식,전공필수,3,3,0,"월 15:00(75) 105-3214, 수 15:00(75) 105-3214",,,,N,N,30,
933,공과대학,,기계공학부,2학년,DM2300736,003,공학미분방정식,전공필수,3,3,0,"월 15:00(75) 105-3313, 수 15:00(75) 105-3313",정다솔,,,N,N,30,
934,공과대학,,기계공학부,2학년,DM2300736,004,공학미분방정식,전공필수,3,3,0,"월 10:30(75) 105-3313, 수 10:30(75) 105-3313",정다솔,,,N,N,30,
935,공과대학,,기계공학부,2학년,DM2300736,005,공학미분방정식,전공필수,3,3,0,"월 10:30(75) 105-3215, 수 10:30(75) 105-3215",오세철,,,N,N,30,
936,공과대학,,기계공학부,2학년,DM2300736,006,공학미분방정식,전공필수,3,3,0,"월 10:30(75) 303-114, 수 10:30(75) 303-114",송경준,,,N,N,30,
937,공과대학,,기계공학부,2학년,DM2300801,001,고체역학,전공필수,3,3,0,"화 10:30(75) 303-114, 목 10:30(75) 303-114",노유정,,,N,N,30,
938,공과대학,,기계공학부,2학년,DM2300801,002,고체역학,전공필수,3,3,0,"화 10:30(75) 303-409, 목 10:30(75) 303-409",이태경,,,N,N,30,
939,공과대학,,기계공학부,2학년,DM2300801,003,고체역학,전공필수,3,3,0,"화 10:30(75) 105-3415, 목 10:30(75) 105-3415",배수원,,영어,N,N,30,
940,공과대학,,기계공학부,2학년,DM2300801,004,고체역학,전공필수,3,3,0,"화 10:30(75) 105-3416, 목 10:30(75) 105-3416",,,,N,N,30,
941,공과대학,,기계공학부,2학년,DM2300801,005,고체역학,전공필수,3,3,0,"화 15:00(75) 303-114, 목 15:00(75) 303-114",노유정,,,N,N,30,
942,공과대학,,기계공학부,2학년,DM2300801,006,고체역학,전공필수,3,3,0,"화 15:00(75) 303-409, 목 15:00(75) 303-409",이태경,,,N,N,30,
943,공과대학,,기계공학부,2학년,DM2300801,007,고체역학,전공필수,3,3,0,"화 15:00(75) 105-3415, 목 15:00(75) 105-3415",배수원,,,N,N,30,
944,공과대학,,기계공학부,2학년,DM2300801,008,고체역학,전공필수,3,3,0,"화 15:00(75) 303-402, 목 15:00(75) 303-402",박성훈,,,N,N,30,
945,공과대학,,기계공학부,2학년,DM2300832,001,열역학,전공필수,3,3,0,"월 10:30(75) 105-3311, 수 10:30(75) 105-3311",김민철,,,N,N,30,
946,공과대학,,기계공학부,2학년,DM2300832,002,열역학,전공필수,3,3,0,"월 10:30(75) 303-401, 수 10:30(75) 303-401",전충환,,,N,N,30,
947,공과대학,,기계공학부,2학년,DM2300832,003,열역학,전공필수,3,3,0,"월 10:30(75) 303-402, 수 10:30(75) 303-402",윤병조,,,N,N,30,
948,공과대학,,기계공학부,2학년,DM2300832,004,열역학,전공필수,3,3,0,"월 10:30(75) 303-409, 수 10:30(75) 303-409",최경민,,,N,N,30,
949,공과대학,,기계공학부,2학년,DM2300832,005,열역학,전공필수,3,3,0,"월 15:00(75) 303-409, 수 15:00(75) 303-409",김학수,,,N,N,30,
950,공과대학,,기계공학부,2학년,DM2300832,006,열역학,전공필수,3,3,0,"월 15:00(75) 303-401, 수 15:00(75) 303-401",전충환,,,N,N,30,
951,공과대학,,기계공학부,2학년,DM2300832,007,열역학,전공필수,3,3,0,"월 15:00(75) 303-402, 수 15:00(75) 303-402",정지환,,,N,N,30,
952,공과대학,,기계공학부,2학년,DM2300832,008,열역학,전공필수,3,3,0,"월 15:00(75) 105-3414, 수 15:00(75) 105-3414",,,,N,N,30,
953,공과대학,,기계공학부,2학년,DM2300837,001,수치해석,전공선택,3,3,0,"화 13:30(75) 303-102, 목 13:30(75) 303-102",이현철,,,N,N,30,
954,공과대학,,기계공학부,2학년,DM2300837,002,수치해석,전공선택,3,3,0,"화 13:30(75) 303-124, 목 13:30(75) 303-124",강동중,,,N,N,30,
955,공과대학,,기계공학부,2학년,DM2300837,003,수치해석,전공선택,3,3,0,"화 13:30(75) 303-402, 목 13:30(75) 303-402",박종혁,,,N,N,30,
956,공과대학,,기계공학부,2학년,DM2300837,004,수치해석,전공선택,3,3,0,"화 09:00(75) 105-3416, 목 09:00(75) 105-3416",민준기,,,N,N,30,
957,공과대학,,기계공학부,2학년,DM2300837,005,수치해석,전공선택,3,3,0,"화 09:00(75) 303-124, 목 09:00(75) 303-124",박종혁,,,N,N,30,
958,공과대학,,기계공학부,2학년,DM2300837,006,수치해석,전공선택,3,3,0,"화 09:00(75) 303-402, 목 09:00(75) 303-402",김호경,,,N,N,30,
959,공과대학,,기계공학부,2학년,DM2400645,001,재료공학,전공선택,3,3,0,"화 09:00(75) 303-401, 목 09:00(75) 303-401",안석영,,,N,N,30,
960,공과대학,,기계공학부,2학년,DM2400645,002,재료공학,전공선택,3,3,0,"화 09:00(75) 303-114, 목 09:00(75) 303-114",이하범,,,N,N,30,
961,공과대학,,기계공학부,2학년,DM2400645,003,재료공학,전공선택,3,3,0,"화 09:00(75) 303-409, 목 09:00(75) 303-409",문영훈,,,N,N,30,
962,공과대학,,기계공학부,2학년,DM2400645,004,재료공학,전공선택,3,3,0,"화 13:30(75) 303-114, 목 13:30(75) 303-114",이하범,,,N,N,30,
963,공과대학,,기계공학부,2학년,DM2400645,005,재료공학,전공선택,3,3,0,"화 13:30(75) 303-401, 목 13:30(75) 303-401",김지훈,,,N,N,30,
